,rackTotCnt,stationName,parkingBikeTotCnt,shared,stationLatitude,stationLongitude,stationId
633,10,992.북한산입구 정류장,15,150,37.65828705,126.94529724,ST-2260
634,15,993.은평뉴타운 은뜨락아파트앞,7,47,37.63028717,126.91956329,ST-2261
635,10,994.북한산생태공원입구(교통섬),1,10,37.61050797,126.93853760,ST-2262
636,10,995.은평다목적체육관,0,0,37.63140869,126.92540741,ST-2263
637,10,996.응암역2번출구 국민은행 앞,22,220,37.59996796,126.91572571,ST-2264
638,15,1001. 광진교 남단 사거리(천호공원 방면),0,0,37.54179382,127.12474823,ST-485
639,10,1002. 해공공원(천호동),1,10,37.54526520,127.12593842,ST-486
640,20,1003. 해공도서관앞,0,0,37.54395676,127.12548828,ST-487
641,10,1006. 롯데캐슬 115동앞,1,10,37.55486679,127.14279938,ST-490
642,20,1009. 천호역4번출구(현대백화점),75,375,37.53866577,127.12424469,ST-493
643,20,1010. 강동세무서,11,55,37.53450775,127.13840485,ST-494
644,20,1011. LIGA 아파트 앞,1,5,37.53474426,127.13528442,ST-495
645,15,1012. 천호역효성해링턴타워 앞,1,7,37.53600693,127.12272644,ST-496
646,15,1013. 강동구청역 1번 출입구,24,160,37.53071594,127.12098694,ST-497
647,13,1015. 샛마을 근린공원,0,0,37.55003738,127.14691162,ST-499
648,10,1016. 해뜨는 주유소옆 리엔파크 109동앞,15,150,37.55939865,127.17118073,ST-500
649,20,1017. 둔촌고교입구 교차로(길동주민센터 방면),1,5,37.53544617,127.14518738,ST-501
650,15,1018. 둔촌 주공 GS 맞은편,0,0,37.52425385,127.13528442,ST-830
651,10,1019. 다성이즈빌아파트(호원대 대각선 맞은편),1,10,37.52679443,127.13005829,ST-502
652,15,1020. 강동경찰서,6,40,37.52825165,127.12680054,ST-503
653,15,1021. 강일동 리슈빌 빌딩앞,12,80,37.56427383,127.17397308,ST-504
654,14,1022. 길동 사거리(초소앞),3,21,37.53377914,127.13799286,ST-505
655,22,1023. 한국종합기술사옥 앞,71,323,37.54998398,127.17470551,ST-1040
656,10,1024.  강동구청 앞,37,370,37.52929688,127.12315369,ST-1041
657,10,1025. 상일초등학교,46,460,37.54684067,127.17251587,ST-1042
658,20,1027. 프라자 아파트 앞,0,0,37.53596115,127.14781952,ST-1044
659,10,1028. 포레스 주상복합 빌딩,2,20,37.53310776,127.12277222,ST-1045
660,7,1029. 성내어울터,1,14,37.53655624,127.12553406,ST-1046
661,15,1030. 미호 플랜트 앞,0,0,37.52703094,127.12206268,ST-1047
662,17,1033. 고덕동 아남아파트,4,24,37.55793381,127.14476776,ST-1050
663,15,1034. 고덕동 래미안 힐스테이트,0,0,37.56187820,127.15078735,ST-1051
664,10,1036. 고덕동 주양쇼핑,1,10,37.55199051,127.15331268,ST-1053
665,10,1037. 강일리버파크 6단지,20,200,37.56256485,127.17761230,ST-1054
666,10,1038. 강일 다솜 어린이 공원,21,210,37.56863785,127.17480469,ST-1055
667,7,1039. 고덕초등학교,7,100,37.56129837,127.16784668,ST-1056
668,10,1041. 묘곡초등학교,1,10,37.55916214,127.15332031,ST-1058
669,10,1042. 강일리버파크 2~5단지,17,170,37.56854630,127.17700958,ST-1059
670,15,1044. 굽은다리역,2,13,37.54540634,127.14267731,ST-1061
671,13,1048. 둔촌어린이공원,8,62,37.53099442,127.14237213,ST-1370
672,10,1049. 강일리버파크 10단지,2,20,37.56120300,127.18026733,ST-1371
673,15,1050.  둔촌역 3번 출입구,2,13,37.52678299,127.13557434,ST-1420
674,15,"1051. 강일중,선사고 버스정류장(신암중학교 방면)",6,40,37.55483627,127.13732147,ST-1421
675,11,1053. 동명근린공원 진입로 (아리수로),4,36,37.56254578,127.16448212,ST-1594
676,10,1056. 강일리버파크 7~11단지,2,20,37.56335449,127.17905426,ST-1597
677,15,1057. 능골근린공원,13,87,37.55580902,127.17374420,ST-1598
678,12,1058. 고덕숲 아이파크 1,0,0,37.55348206,127.16505432,ST-1623
679,15,1059. 래미안 강동팰리스(102동),9,60,37.53822708,127.13174438,ST-1626
680,6,1060. 천일초교 사거리,3,50,37.54467010,127.13267517,ST-1620
681,8,1061. 천호초교 입구 사거리(일주빌딩),0,0,37.54689789,127.13466644,ST-1621
682,10,1063.강동롯데캐슬퍼스트 아파트(관리동),0,0,37.55666351,127.14273834,ST-1762
683,10,1064.중앙보훈병원역 1번출구,4,40,37.52779388,127.14764404,ST-1763
684,10,1065.보훈병원 후문옆(더 원커피),12,120,37.53120804,127.14926910,ST-1764
685,10,1066.생태공원앞 교차로(조명탑),1,10,37.53776550,127.15201569,ST-1765
686,10,1067.한영중고앞사거리,0,0,37.54903412,127.15605164,ST-1766
687,10,1068.명일파출소,5,50,37.55364990,127.15622711,ST-1767
688,10,1070.(시립)고덕평생학습관,15,150,37.55570221,127.15792084,ST-1831
689,22,1072.고덕역 5번출구,1,5,37.55486298,127.15372467,ST-1833
690,7,1073. SSTS 몰 앞,0,0,37.54114532,127.14105225,ST-1834
691,15,1074.대명초교입구 사거리,0,0,37.54683685,127.14916229,ST-1835
692,10,1075.천동초교 삼거리,2,20,37.54136276,127.13718414,ST-1836
693,10,1076. 천동초교입구사거리 버스정류장(십자성마을 방면),9,90,37.53989410,127.14103699,ST-1837
694,15,1077.강동역 1번출구 앞,8,53,37.53627014,127.13246918,ST-1838
695,25,1078.둔촌사거리,2,8,37.52197647,127.13362122,ST-1839
696,10,1079.강일동입구교차로,9,90,37.56184387,127.17084503,ST-1840
697,10,1080.천호지하주차장 5번 출입구,1,10,37.53683090,127.12841797,ST-1841
698,14,1081.트레빌빌딩,3,21,37.53699875,127.12953186,ST-1842
699,15,1083.광문고교사거리(아이파크),0,0,37.56036758,127.15659332,ST-1844
700,20,1084. 윤선생빌딩(JYP사옥),81,405,37.52392960,127.12912750,ST-1687
701,20,1085.래미안 솔베뉴(고덕로),1,5,37.55456924,127.14587402,ST-1845
702,10,1086.래미안 솔베뉴(구천면로),4,40,37.55059814,127.14545441,ST-1846
703,12,1088.풍납사거리(강동),1,8,37.52812195,127.11952209,ST-1848
704,15,1089.고덕 래미안힐스테이트(201동),0,0,37.56060028,127.14669800,ST-1849
705,17,1090.상일동역 2번출구 앞,29,171,37.55678940,127.16614532,ST-1850
706,10,1101. 상사마을 버스정류장(아라대교방면),15,150,37.58161163,126.79859924,ST-507
707,10,1102. 방화사거리 마을버스 버스정류장,0,0,37.57364273,126.81180573,ST-508
708,10,1103. 방화역 4번출구앞,2,20,37.57710648,126.81199646,ST-831
709,10,1105. 방화근린공원,3,30,37.58162308,126.81265259,ST-509
710,18,1106. 신방화사거리,1,6,37.57256317,126.81642151,ST-824
711,8,1108. 공항시장역 2번출구 뒤,0,0,37.56387329,126.81060791,ST-510
712,6,1109. 공항시장역 4번출구,0,0,37.56334686,126.81048584,ST-511
713,15,1110. 공항중학교앞,0,0,37.56220245,126.81624603,ST-828
714,20,1111. 마곡엠밸리6_7단지 마곡중학교,0,0,37.56698227,126.82180023,ST-512
715,15,1112. 마곡엠밸리4단지 정문,13,87,37.56857681,126.82477570,ST-513
716,15,1113. 서남환경공원 버스정류장,1,7,37.57312393,126.82238770,ST-514
717,10,1117. 등촌5단지아파트 버스정류장,3,30,37.55819702,126.84426117,ST-834
718,10,1118. 증미역 3번출구뒤(등촌두산위브센티움오피스텔),31,310,37.55746078,126.86145782,ST-516
719,6,1119. 염창동 한마음아파트 앞,1,17,37.55425262,126.86756134,ST-517
720,25,1120. 대림경동아파트앞,1,4,37.56478500,126.85464478,ST-518
721,15,1121. 가양레포츠센터 앞,12,80,37.55947876,126.86437988,ST-519
722,6,1124. 발산역 6번 출구 뒤,12,200,37.55817795,126.83845520,ST-522
723,7,1126. 우장산역 1번출구옆(우장산아이파크105동앞),16,229,37.54890823,126.83656311,ST-523
724,10,1127. 화곡역 버스정류장,7,70,37.54098129,126.83854675,ST-524
725,10,1128. 화곡역 6번출구,2,20,37.54141235,126.84022522,ST-829
726,7,1129. 화곡역 1번 출구 앞,0,0,37.54209900,126.84021759,ST-525
727,7,1130. 화곡본동시장 버스정류장,2,29,37.54275131,126.84262085,ST-526
728,10,1132. 등촌역 7번출구,14,140,37.55110931,126.86370850,ST-528
729,16,1135. 강서구의회,0,0,37.54653168,126.86254883,ST-530
730,8,1136. 등촌2파출소,0,0,37.54456711,126.86196899,ST-531
731,10,1137. 등촌2동주민센터,0,0,37.54126358,126.86337280,ST-532
732,8,1139. 용문사 버스정류장,2,25,37.53852081,126.86343384,ST-533
733,17,1140. 목동사거리 버스정류장,1,6,37.53139877,126.86360931,ST-534
734,20,1141. 곰달래 문화복지센터 A,20,100,37.52906036,126.84848022,ST-535
735,10,1145. 곰달래 문화복지센터 B,14,140,37.52891922,126.84808350,ST-536
736,10,1148. 볏골공원,2,20,37.54146957,126.84477997,ST-538
737,13,1149. 신방화역환승주차장,1,8,37.56728363,126.81827545,ST-975
738,7,1150. 송정역 1번출구,4,57,37.56153107,126.81069946,ST-1062
739,30,1151. 마곡역1번출구,45,150,37.56020737,126.82414246,ST-1063
740,36,1152. 마곡역교차로,85,236,37.55831146,126.82652283,ST-1064
741,32,"1153. 발산역 1번, 9번 인근 대여소",6,19,37.55894852,126.83717346,ST-1065
742,10,1155. 기쁜우리복지관,7,70,37.56925964,126.84841919,ST-1067
743,8,1157. 강서구청,4,50,37.55065918,126.84976959,ST-1069
744,20,1158. 가양역 8번출구,56,280,37.56103516,126.85481262,ST-1249
745,20,1159. 서서울모터리움 앞,55,275,37.56585312,126.84659576,ST-1250
746,20,1160. 양천향교역 7번출구앞,9,45,37.56768036,126.84089661,ST-1251
747,10,1161. 강서면허시험장 앞,2,20,37.54969406,126.81966400,ST-1252
748,10,1162. 공항초등학교건너편,1,10,37.56267929,126.82047272,ST-1253
749,14,1163. 방화동강서기동대앞,7,50,37.57049942,126.82008362,ST-1254
750,20,1165. 마곡중학교 후문,1,5,37.56844711,126.82164764,ST-1338
751,20,1166. 강서구립등빛도서관,3,15,37.56256866,126.84246063,ST-1351
752,25,1167. 마곡수명산파크3단지 교차로,4,16,37.55350876,126.82586670,ST-1352
753,14,1168. 마곡엠밸리10단지 앞,0,0,37.56029129,126.81875610,ST-1402
754,8,1169. 염창역 1번 출구,34,425,37.54719925,126.87448883,ST-1506
755,11,1170. 강서구보건소,1,9,37.54917908,126.86879730,ST-1507
756,8,1171. 염창동 새마을금고 건너편,3,38,37.55004883,126.87316132,ST-1508
757,8,1172. 가양3동 주민센터,11,138,37.56124878,126.86058044,ST-1509
758,15,1173. 강서구청사거리(SH타워),3,20,37.55673599,126.85307312,ST-1510
759,9,1174. 강서구청사거리(부민병원),0,0,37.55661392,126.85116577,ST-1511
760,15,1175. 대한항공 인력개발센터,14,93,37.55437851,126.85753632,ST-1512
761,15,1177. 수명중․고교,0,0,37.55010986,126.82367706,ST-1514
762,10,1178. 개화산역 2번 출구,10,100,37.57247162,126.80616760,ST-1515
763,15,1180. 마곡엠밸리 15단지(1502동) 건너편,8,53,37.55746841,126.82971954,ST-1517
764,10,1181. 농수산식품공사 (강서지사),20,200,37.55104446,126.81849670,ST-1518
765,20,1182. KBS 스포츠월드,0,0,37.55687714,126.84880829,ST-1519
766,10,1183. 강서대학교,5,50,37.54832077,126.85340118,ST-1520
767,26,1184. 마곡13단지,1,4,37.55644989,126.81597900,ST-1645
768,20,1185. 등촌9단지,15,75,37.56290054,126.84947205,ST-1646
769,15,1186. 송정중학교,1,7,37.55472946,126.81609344,ST-1647
770,15,1187. 강서수산물도매시장,28,187,37.55302048,126.81836700,ST-1676
771,8,1188. 롯데중앙연구소,39,488,37.57138062,126.82833862,ST-1708
772,14,1190. 마곡역 교차로(2번출구),7,50,37.56050110,126.82665253,ST-1709
773,13,"1191. 마곡역 버스정류장(마곡나루역1번출구, 웰튼병원 방면)",9,69,37.56024170,126.82716370,ST-1689
774,20,1192. 마곡수명산파크 209동 건너편,16,80,37.55545044,126.82689667,ST-1710
775,51,1193. 마곡센트럴타워 1차,88,173,37.55947113,126.83207703,ST-1688
776,24,1195. 코오롱One&Only타워,102,425,37.56412888,126.83431244,ST-1712
777,11,1196. 서울식물원(문화센터) 건너편,75,682,37.56824112,126.83583069,ST-1713
778,20,1197. 엠펠리체 호텔 건너편,9,45,37.56024170,126.83580780,ST-1714
779,31,1198. LG 사이언스파크,103,332,37.56254959,126.82743835,ST-1715
780,13,1199. 우장산역 3번출구,12,92,37.54782104,126.83612823,ST-1694
781,10,1200. 개화광역환승센터,25,250,37.57844925,126.79897308,ST-1695
782,15,1201. 가락시장역 3번 출구,14,93,37.49317932,127.11854553,ST-838
783,20,1203. 밀리아나2빌딩 앞,21,105,37.49372864,127.12062073,ST-737
784,10,1204. 거여역 3번출구,5,50,37.49334335,127.14472961,ST-930
785,15,1205. 종합운동장역 4번출구,17,113,37.51042938,127.07137299,ST-539
786,20,1206. 9호선종합운동장역 9번출구,13,65,37.51128006,127.07823944,ST-540
787,6,1207. 마천중앙시장,4,67,37.49975586,127.15250397,ST-738
788,25,1208. 풍납현대아파트쉼터,1,4,37.52974701,127.11996460,ST-541
789,20,1209. 잠실나루역 (2번 출구 쪽),1,5,37.52045059,127.10420227,ST-542
790,30,1210. 롯데월드타워(잠실역2번출구 쪽),264,880,37.51312637,127.10095978,ST-891
791,10,1212. 송파역 2번 출구앞,12,120,37.49941254,127.11286926,ST-839
792,12,1213. 백토공원 앞,2,17,37.50831985,127.13321686,ST-543
793,10,1214. 오금역 7번 출구 인근,0,0,37.50259399,127.12764740,ST-740
794,15,1215. 올림픽공원역 1번출구 앞,20,133,37.51657104,127.13153839,ST-544
795,15,1217. 송파파인타운 7단지,5,33,37.47930527,127.12979889,ST-545
796,12,1218. 방이역 4번출구,5,42,37.50896835,127.12583923,ST-892
797,15,1220. 잠실근린공원,2,13,37.50569153,127.08403778,ST-546
798,9,1221. 삼전역 4번출구,1,11,37.50419998,127.08753204,ST-933
799,23,1222. 잠실새내역 5번 출구 뒤,10,43,37.51198196,127.08505249,ST-547
800,15,1224. 아시아지하보도 2번 출구,7,47,37.51216888,127.07893372,ST-548
801,10,1226. 잠실4동 주민센터 옆,1,10,37.52007675,127.11236572,ST-894
802,10,1227. 거여역 8번출구 뒤,3,30,37.49312592,127.14382172,ST-895
803,10,1228. 마천사거리 ,19,190,37.49769974,127.14620209,ST-896
804,15,1229. 송파체육문화회관 앞,1,7,37.49068832,127.14312744,ST-549
805,10,1230. 송파중학교 정문,7,70,37.49567032,127.13059235,ST-897
806,13,1231. 잠실역 6번출구,48,369,37.51408768,127.09902954,ST-840
807,10,1232. 잠실주공 521동 건너편,17,170,37.51184082,127.09568787,ST-550
808,9,1233. 잠실3거리(갤러리아팰리스),10,111,37.51050949,127.09336853,ST-551
809,14,1235. 잠실트리지움310동 옆,16,114,37.50887299,127.08716583,ST-553
810,13,1239. 문정 법조단지3,18,138,37.48084259,127.11801147,ST-899
811,10,1240. 문정 법조단지4,9,90,37.48057556,127.11856842,ST-900
812,10,1241. 문정 법조단지5,18,180,37.48123932,127.11979675,ST-901
813,10,1242. 문정 법조단지6,5,50,37.48163223,127.11916351,ST-902
814,29,1243. 문정 법조단지7,76,262,37.48453140,127.12016296,ST-903
815,11,1244. 문정 법조단지8,11,100,37.48153687,127.12212372,ST-904
816,10,1245. 문정 법조단지9,9,90,37.47946548,127.12532806,ST-905
817,30,1246. 문정 법조단지10,55,183,37.47750854,127.12632751,ST-906
818,15,1247. 문정 법조단지11,28,187,37.47882080,127.12351227,ST-907
819,25,1248. 방이초등학교,12,48,37.51396179,127.12167358,ST-908
820,10,1250.문정2동 주민센터,7,70,37.48987198,127.11083984,ST-981
821,10,1251. 석촌역 2번출구,6,60,37.50593185,127.10774994,ST-1070
822,10,1253. 오금역 3번 출구 뒤,3,30,37.50165176,127.12818146,ST-1072
823,8,1256. 문정현대아파트 교차로,1,13,37.49113083,127.12580872,ST-1075
824,20,1257. 가락시장역 사거리,1,5,37.49209976,127.11775208,ST-1076
825,10,1258. 가락미륭아파트 앞,8,80,37.49319839,127.12899780,ST-1077
826,20,1259. 방이역 1번출구,6,30,37.50898361,127.12659454,ST-1078
827,8,1260. 방이동 한양3차아파트 옆,0,0,37.50630188,127.12139893,ST-1079
828,10,1262. 송파여성문화회관 앞,0,0,37.50580215,127.10971832,ST-1081
829,10,1263. 장지공영차고지,17,170,37.48054123,127.13701630,ST-1082
830,8,1264. 천호역 10번 출구 앞,8,100,37.53858185,127.12280273,ST-1083
831,10,1265. 문정동 근린공원,10,100,37.48598862,127.12476349,ST-1084
832,10,1266. 문정동 글샘 공원,30,300,37.47880936,127.12000275,ST-1085
833,14,1267. 올림픽공원 남2문 앞,1,7,37.51424026,127.12306976,ST-1086
834,15,1268. 몽촌토성역 1번출구 옆,1,7,37.51728821,127.11419678,ST-1087
835,10,1269. 리센츠아파트 ,15,150,37.51194382,127.09121704,ST-1088
836,15,1271. 송파도서관,9,60,37.49998474,127.13539124,ST-1089
837,20,1274. 영파여고 앞,0,0,37.53284836,127.12104797,ST-1092
838,15,1275. 거여초등학교 옆,14,93,37.50458908,127.13936615,ST-1367
839,15,1277. 성내7교,3,20,37.50562668,127.13642120,ST-1408
840,10,1279. 마천금호어울림 1차아파트 건너편,2,20,37.49751663,127.15467834,ST-1410
841,10,1282. 송파소방서 맞은편(성내4교),3,30,37.49987411,127.14147949,ST-1413
842,8,1283. 오금공원 사거리,7,88,37.50541306,127.13169098,ST-1414
843,10,1285. 위례별 유치원 뒤,0,0,37.47747040,127.14459229,ST-1416
844,10,1286. 위례중앙푸르지오 1단지 앞,6,60,37.47437668,127.14067078,ST-1417
845,8,1287. 위례아이파크 101동 맞은편,3,38,37.47746658,127.14151001,ST-1418
846,15,1288. 문정중교 사거리,2,13,37.48799896,127.13108826,ST-1419
847,10,1289. 풍납토성 서성벽터B,7,70,37.53147125,127.11109161,ST-1422
848,10,1290. 위례송파꿈에그린아파트24단지 앞 성벽 다리 밑,16,160,37.47458267,127.13754272,ST-1579
849,30,1291. 서울체육고등학교 앞,87,290,37.52193832,127.13186646,ST-1580
850,14,1293. 석촌호수 서호 사거리,10,71,37.50656128,127.09655762,ST-1582
851,8,1295. 잠실역 8번출구,57,713,37.51396179,127.10030365,ST-1584
852,10,1296. 석촌호수교차로 (송파나루근린공원 앞),1,10,37.50867844,127.10343170,ST-1585
853,15,1297. 석촌호수교차로(동호 팔각정 앞),5,33,37.50920105,127.10411835,ST-1586
854,15,1299. 송파소방서 (방이119안전센터),0,0,37.51987839,127.13671112,ST-1588
855,15,1300. 오륜사거리,8,53,37.50693893,127.13922119,ST-1589
856,5,1302. 한성대입구역6번출구 뒤,0,0,37.58876419,127.00630951,ST-825
857,10,1303. 돈암초교 입구,2,20,37.59169388,127.01249695,ST-931
858,10,1304. 만해공원,0,0,37.59440231,126.99230957,ST-826
859,15,1305. 성북구청,6,40,37.58932877,127.01643372,ST-947
860,10,1306. 한성대입구역2번출구,1,10,37.58844757,127.00670624,ST-842
861,16,1308. 안암로터리 버스정류장 앞,53,331,37.58259201,127.02897644,ST-827
862,8,1314. 정릉꿈에그린1단지 201동 앞,1,13,37.60243988,127.01168823,ST-559
863,10,1315. 고려사대부속중고 정문,0,0,37.60776138,127.00328064,ST-560
864,10,1316. 고려사대부속중고 건너편 ,0,0,37.60726166,127.00283813,ST-562
865,14,1318. 길음역 3번출구 뒤,21,150,37.60308456,127.02478790,ST-563
866,10,1319. 종암박스파크,4,40,37.60301971,127.03329468,ST-564
867,14,1321. 국민은행 종암동지점 앞,23,164,37.59328842,127.03666687,ST-655
868,10,1322. 래미안라센트아파트 103동 앞,5,50,37.59806824,127.03927612,ST-565
869,10,1325. 상월곡역 4번출구,9,90,37.60580826,127.04773712,ST-571
870,10,1326. 상월곡역 1번출구,0,0,37.60606766,127.04731750,ST-572
871,10,1327. 상월곡역 3번출구,11,110,37.60734177,127.05068207,ST-574
872,10,1328. 월곡역 3번출구,5,50,37.60262680,127.04163361,ST-910
873,8,1332. 석계역 5번출구 건너편,28,350,37.61351776,127.06615448,ST-578
874,10,1334. 석관동주민센터 앞,5,50,37.61299896,127.06130981,ST-580
875,9,1336. 성북3교 위,1,11,37.59171295,127.01355743,ST-1200
876,13,1337. 돈암성당 옆,10,77,37.59039307,127.01716614,ST-1201
877,15,1338. 용문2교 옆,20,133,37.58701324,127.02092743,ST-1202
878,9,1339. 삼성전자서비스 성북센터,1,11,37.61057281,127.03366852,ST-1203
879,11,1340. 광운초등학교 앞,10,91,37.61784363,127.05500031,ST-1204
880,10,1342. 성북쉼터 앞,0,0,37.59261703,126.99793243,ST-1206
881,8,1343. 한성대7번출구 앞,0,0,37.58924866,127.00737762,ST-1207
882,10,1344. 아리랑시네센터 앞,0,0,37.60028839,127.01370239,ST-1208
883,15,1346. 길음8골어린이공원 옆,0,0,37.60897827,127.02024841,ST-1210
884,10,1347. 길음래미안아파트817동 상가 앞,0,0,37.60710526,127.02149963,ST-1211
885,12,1348. 성북제일새마을금고 본점 앞,23,192,37.60475159,127.02275848,ST-1212
886,10,1349. 월계2교 버스정류장 앞,7,70,37.62140656,127.05197144,ST-1213
887,8,1351. 안암2교 옆,3,38,37.57936478,127.02436066,ST-1215
888,8,1352. e 편한세상 보문아파트 내,1,13,37.58388138,127.01709747,ST-1216
889,8,1353. 금호어울림센터힐 내,0,0,37.60083008,127.02355194,ST-1217
890,22,1354. 고려대학교 2번출구,35,159,37.59071350,127.03619385,ST-1317
891,10,1357. 북한산보국문역,0,0,37.61207199,127.00813293,ST-1383
892,7,1358. 정릉도서관 앞,2,29,37.60478973,127.01058197,ST-1384
893,10,1360. 정릉역,5,50,37.60309601,127.01350403,ST-1386
894,25,1363. 보문4교 인근,3,12,37.58375168,127.02194977,ST-1455
895,10,1364. 성북동 치안센터 앞,0,0,37.59017181,127.00408936,ST-1456
896,10,1365. 선잠단지 앞,5,50,37.59336090,126.99909210,ST-1457
897,10,1366. 일신초등학교 옆,39,390,37.59972000,127.04038239,ST-1458
898,10,1367. 길음문화복합미디어센터,17,170,37.60429764,127.02261353,ST-1459
899,10,1368. 성신여대입구 교차로,10,100,37.59139633,127.02015686,ST-1460
900,10,1370. 복자사랑 피정의 집,0,0,37.59453964,126.99520874,ST-1634
901,20,1372. KEB은행 고대점,13,65,37.58644485,127.03160095,ST-1636
902,8,1373. 성북구보건소 건너편,1,13,37.60235596,127.03907776,ST-1637
903,20,1375. 생명의 전화 종합복지관 앞 교차로,1,5,37.60390854,127.03737640,ST-1723
904,7,1376. 한국과학기술연구원 중문,4,57,37.59730911,127.04378510,ST-1745
905,10,1377. 한국과학기술연구원 북문,30,300,37.60418701,127.04549408,ST-1746
906,10,1379.길음뉴타운푸르지오아파트 3단지,0,0,37.60929489,127.01847839,ST-2221
907,15,1380.월곡역 5번출구 앞,38,253,37.60108566,127.04123688,ST-2222
908,18,1381.석계역 4번출구 뒤,35,194,37.61478424,127.06700134,ST-2223
909,10,1382.래미안월곡아파트 입구,1,10,37.60866547,127.03627014,ST-2406
910,13,1384.성신여대입구역 5번출구,0,0,37.59282684,127.01628876,ST-2225
911,10,1385.성신여대입구역 3번출구 앞,2,20,37.59236526,127.01628876,ST-2226
912,10,1386.동선고가차도 초입,0,0,37.59415817,127.01896667,ST-2227
913,10,1388. 돈암초교입구 버스정류장(한성대입구역 방면),0,0,37.59088135,127.01170349,ST-2229
914,10,1390.석관래미안아트리치,2,20,37.60646057,127.06162262,ST-2231
915,10,1391.성북청소년센터,3,30,37.61688232,127.05606842,ST-2232
916,10,1392.돈암삼성풍림아파트,12,120,37.59709930,127.02262878,ST-2233
917,10,1393.돈암육교 하단,0,0,37.59818268,127.02117920,ST-2234
918,10,1394.길음뉴타운 래미안9단지,0,0,37.60242462,127.01998138,ST-2235
919,20,1395.래미안장위포레카운티(102동),4,20,37.61817932,127.05183411,ST-2236
920,30,1396.래미안장위퍼스트하이(513동),5,17,37.61844254,127.05145264,ST-2237
921,15,1401. 극동늘푸른아파트,12,80,37.61473846,127.07636261,ST-558
922,10,1402. 금란주차장 앞,4,40,37.60007095,127.10233307,ST-561
923,15,1403. 중화빌딩 앞 (동부시장),11,73,37.59424973,127.07657623,ST-566
924,10,1404. 동일로 지하차도,2,20,37.59529877,127.08003235,ST-599
925,10,1405. 망우역 1번출구,6,60,37.59909821,127.09294891,ST-568
926,10,1407. 먹골역 1번출구 뒤,7,70,37.61151123,127.07788849,ST-847
927,10,1408. 먹골역 6번출구 앞,9,90,37.61072159,127.07747650,ST-570
928,10,1410. 면목 대원칸타빌아파트,0,0,37.57778168,127.09018707,ST-573
929,10,1411. 상봉시장앞 교차로 한성빌딩 앞,2,20,37.59254074,127.08673859,ST-912
930,9,1414. 사가정역 2번출구,32,356,37.58098984,127.08824158,ST-849
931,8,1416. 상봉역 3번출구,11,138,37.59521866,127.08599854,ST-850
932,10,1418. 새솔초등학교,13,130,37.61743927,127.10901642,ST-583
933,15,1420. 신내어울공원 앞,14,93,37.61394501,127.09770203,ST-585
934,13,1421. 신내역 4번출구,3,23,37.61246109,127.10337830,ST-586
935,10,1422. 신내우디안아파트 1단지,10,100,37.62009811,127.10646057,ST-587
936,10,1424. 양원역 2번출구,15,150,37.60631180,127.10774231,ST-588
937,10,1425. 신성미소지움아파트,2,20,37.58745956,127.09597015,ST-589
938,10,1426. 면목도시개발아파트 1동 앞,10,100,37.57358932,127.08682251,ST-590
939,10,1427. 용마산역 1번출구,0,0,37.57429886,127.08691406,ST-852
940,10,1428. 원묵고등학교,1,10,37.61602402,127.08596802,ST-853
941,15,1429. 장안중학교,18,120,37.59995651,127.08000183,ST-854
942,20,1430. 중랑구청,6,30,37.60615158,127.09259796,ST-855
943,10,1431. 중랑구청 사거리,6,60,37.60649872,127.09545135,ST-856
944,10,1433. 중화역 2번출구,9,90,37.60207748,127.07958221,ST-857
945,10,1435. 능산삼거리,4,40,37.60868073,127.10079193,ST-593
946,15,1436. 동원베네스트 건물 앞,9,60,37.60810089,127.10118103,ST-594
947,15,1437. 늘푸른공원 앞,15,100,37.58341980,127.07992554,ST-595
948,15,1438. 홈플러스 신내점 앞,18,120,37.61616898,127.09348297,ST-596
949,10,1440. 면목2동 사거리,27,270,37.58637238,127.08007050,ST-942
950,10,1441. 신내능말공원,12,120,37.61670685,127.11026001,ST-584
951,10,1444. 면목4치안센터,13,130,37.57402802,127.08054352,ST-1095
952,10,1445. 용마지구대 A,6,60,37.57994080,127.07939911,ST-1096
953,10,1446. 중랑전화국 교차로,1,10,37.59130096,127.08032990,ST-1097
954,17,1447. 면목역 3번출구,32,188,37.58890152,127.08728027,ST-1098
955,15,1448. 코스트코 상봉점,6,40,37.59732056,127.08979797,ST-1099
956,15,1449. 상봉역 1번출구,42,280,37.59655762,127.08583832,ST-1332
957,10,1450. 화랑대역 7번출구,68,680,37.61963654,127.08504486,ST-1333
958,10,1451. 중랑세무서,31,310,37.59275818,127.07266998,ST-1334
959,25,1452. 겸재교 진입부,27,108,37.58565521,127.07505035,ST-1335
960,9,1453. 중랑캠핑숲,7,78,37.60460281,127.10925293,ST-1345
961,10,1454. 한국전력공사(동대문 중랑지사),12,120,37.60734940,127.07859039,ST-1346
962,10,1455. 상봉역 2번 출구,64,640,37.59632874,127.08589935,ST-1375
963,10,1456. 상아빌딩(우림시장 교차로),31,310,37.59511185,127.10032654,ST-1380
964,10,1457. 동원사거리,1,10,37.58975983,127.09323883,ST-1381
965,9,1458. 상봉터미널2,2,22,37.59733963,127.09308624,ST-1451
966,6,1459. 용마한신아파트사거리,0,0,37.57984543,127.09276581,ST-1452
967,12,1461.동양엔파트 앞,14,117,37.59385300,127.07507324,ST-2282
968,9,1462.동부시장 북문 앞,11,122,37.59386826,127.07652283,ST-2283
